link_to_page;date.publish;decision.name;date.publish.orig;category;page;category_name
http://www.ohr.int/?cat=326&paged=3;2003-03-07;Decision Enacting the Law on Further Amendments to the Law on the Banking Agency of the Republika Srpska;03/07/2003;326;3;Economic Field
http://www.ohr.int/?cat=326&paged=3;2003-03-07;Decision Enacting the Law on Further Amendments to the Law on the Banking Agency of the Federation of Bosnia and Herzegovina;03/07/2003;326;3;Economic Field
http://www.ohr.int/?cat=326&paged=3;2003-03-07;Decision Enacting the Law on Further Amendments to the Law on on the Central bank of Bosnia and Herzegovina;03/07/2003;326;3;Economic Field
http://www.ohr.int/?cat=326&paged=3;2003-03-07;Decision Enacting the Law on Amendments to the Law on Banks of the Republika Srpska;03/07/2003;326;3;Economic Field
http://www.ohr.int/?cat=326&paged=3;2003-03-07;Decision Enacting the Law on Further Amedments to the Law on Banks of the Federation of Bosnia and Herzegovina;03/07/2003;326;3;Economic Field
http://www.ohr.int/?cat=326&paged=3;2003-03-06;Decision Enacting the Law on Gifts of the Republika Srpska;03/06/2003;326;3;Economic Field
http://www.ohr.int/?cat=326&paged=4;2003-03-06;Decision Enacting the Law on Gifts of the  Federation of Bosnia and Herzegovina;03/06/2003;326;4;Economic Field
http://www.ohr.int/?cat=326&paged=4;2003-02-12;Decision Establishing the Indirect Tax Policy Commission;02/12/2003;326;4;Economic Field
http://www.ohr.int/?cat=326&paged=4;2002-10-21;Decision Regulating various matters of a transitional nature arising out of previous Decisions of the High Representative as aforesaid and Enacting the Law on Communications of Bosnia and Herzegovina;10/21/2002;326;4;Economic Field
http://www.ohr.int/?cat=326&paged=4;2002-10-21;Decision Amending “The Law on Telecommunications” of the Republika Srpska;10/21/2002;326;4;Economic Field
http://www.ohr.int/?cat=326&paged=4;2002-10-21;Decision Enacting the Law on Registration of Legal Persons Established by the Institutions of Bosnia and Herzegovina;10/21/2002;326;4;Economic Field
http://www.ohr.int/?cat=326&paged=4;2002-10-21;Decision Enacting the Law on Land Registry in Federation of Bosnia and Herzegovina;10/21/2002;326;4;Economic Field
http://www.ohr.int/?cat=326&paged=4;2002-10-21;Decision Enacting the Law on the Treasury in the Federation of Bosnia and Herzegovina;10/21/2002;326;4;Economic Field
http://www.ohr.int/?cat=326&paged=4;2002-10-21;Decision Enacting the Law on Land Registry in Republika Srpska;10/21/2002;326;4;Economic Field
http://www.ohr.int/?cat=326&paged=4;2002-10-21;Decision Enacting The Law On Amendments To The Law On The Banking Agency Of The Republika Srpska;10/21/2002;326;4;Economic Field
http://www.ohr.int/?cat=326&paged=4;2002-10-21;Decision Imposing The Law On Cessation Of The Law On Deposit Insurance Of The Federation Of Bosnia And Herzegovina;10/21/2002;326;4;Economic Field
http://www.ohr.int/?cat=326&paged=4;2002-10-21;Decision Enacting The Law On Amendments To The Law On The Banking Agency Of The Federation Of Bosnia And Herzegovina;10/21/2002;326;4;Economic Field
http://www.ohr.int/?cat=326&paged=4;2002-10-21;Decision Enacting the Law on Statistics of Bosnia and Herzegovina;10/21/2002;326;4;Economic Field
http://www.ohr.int/?cat=326&paged=5;2002-10-21;Decision Enacting The Law On Amendments To The Law On Banks Of The Federation Of Bosnia And Herzegovina;10/21/2002;326;5;Economic Field
http://www.ohr.int/?cat=326&paged=5;2002-10-21;Decision Enacting The Law On Banks Of The Republika Srpska;10/21/2002;326;5;Economic Field
http://www.ohr.int/?cat=326&paged=5;2002-08-01;Decision on The Special Auditor for the Republika Srpska;08/01/2002;326;5;Economic Field
http://www.ohr.int/?cat=326&paged=5;2002-08-01;Decision on The Special Auditor for the Federation of Bosnia and Herzegovina;08/01/2002;326;5;Economic Field
http://www.ohr.int/?cat=326&paged=5;2002-04-04;Decision empowering the Provisional Administrator of Hercegovacka Banka to declare the deposits and investments in Hercegovacka Banka to be totally or partially blocked beyond the period of one year;04/04/2002;326;5;Economic Field
http://www.ohr.int/?cat=326&paged=5;2001-11-06;Decision allowing provisional bank administrators in the Federation to make pay-outs of up to 5,000 KM to deposit holders before the completion of their final reports;11/06/2001;326;5;Economic Field
http://www.ohr.int/?cat=326&paged=5;2001-04-05;Decision appointing a Provisional Administrator for the Hercegovacka Banka;04/05/2001;326;5;Economic Field
http://www.ohr.int/?cat=326&paged=5;2001-03-02;Decision on the Special Auditor for the Federation of Bosnia and Herzegovina;03/02/2001;326;5;Economic Field
http://www.ohr.int/?cat=326&paged=5;2001-02-14;Decision imposing the publication of the Telecommunications Sector in the Official Gazette of BiH and the Official Gazettes of the Federation and RS;02/14/2001;326;5;Economic Field
http://www.ohr.int/?cat=326&paged=5;2001-02-05;Decision on the Special Auditor for the Cantons of the Federation of Bosnia and Herzegovina;02/05/2001;326;5;Economic Field
http://www.ohr.int/?cat=326&paged=5;2000-12-20;Decision imposing the Law on Financial Operations of the Republika Srpska;12/20/2000;326;5;Economic Field
http://www.ohr.int/?cat=326&paged=5;2000-12-20;Decision amending the Law on Customs Policy;12/20/2000;326;5;Economic Field
http://www.ohr.int/?cat=326&paged=6;2000-12-20;Decision imposing the Law on the Job Placement and Social Security of the Unemployed;12/20/2000;326;6;Economic Field
http://www.ohr.int/?cat=326&paged=6;2000-12-20;Decision on the Law on Payment Transactions of the Republika Srpska;12/20/2000;326;6;Economic Field
http://www.ohr.int/?cat=326&paged=6;2000-12-20;Decision imposing the Law on Internal Payments System of the Republika Srpska;12/20/2000;326;6;Economic Field
http://www.ohr.int/?cat=326&paged=6;2000-12-20;Decision imposing the Law on Financial Operations of the Republika Srpska;12/20/2000;326;6;Economic Field
http://www.ohr.int/?cat=326&paged=6;2000-12-20;Decision amending the Law on Customs Policy;12/20/2000;326;6;Economic Field
http://www.ohr.int/?cat=326&paged=6;2000-12-20;Decision amending the Law on Recording and Settlement of Citizens’ Claims in the Privatisation;12/20/2000;326;6;Economic Field
http://www.ohr.int/?cat=326&paged=6;2000-12-20;Decision amending the Law on Privatisation of Enterprises;12/20/2000;326;6;Economic Field
http://www.ohr.int/?cat=326&paged=6;2000-12-20;Decision amending the Law on Wage Tax;12/20/2000;326;6;Economic Field
http://www.ohr.int/?cat=326&paged=6;2000-12-20;Second Decision amending the Law on Contributions;12/20/2000;326;6;Economic Field
http://www.ohr.int/?cat=326&paged=6;2000-12-14;Decision amending the Law on Administrative Fees of Bosnia and Herzegovina;12/14/2000;326;6;Economic Field
http://www.ohr.int/?cat=326&paged=6;2000-11-12;Decision amending the RS Law on Pension and Disability Insurance, providing for financial feasibility and independence;11/12/2000;326;6;Economic Field
http://www.ohr.int/?cat=326&paged=6;2000-11-12;Decision amending the RS Labour Law, reducing compensation payments to employees on “waiting lists”;11/12/2000;326;6;Economic Field
http://www.ohr.int/?cat=326&paged=7;2000-11-12;Decision imposing the BiH Law on Standardisation, introducing EU standards;11/12/2000;326;7;Economic Field
http://www.ohr.int/?cat=326&paged=7;2000-11-12;Decision imposing the BiH Law on Metrology, introducing EU standards;11/12/2000;326;7;Economic Field
http://www.ohr.int/?cat=326&paged=7;2000-11-12;Decision imposing the BiH Law on Measuring Units, introducing EU standards;11/12/2000;326;7;Economic Field
http://www.ohr.int/?cat=326&paged=7;2000-11-12;Decision establishing the BiH Institute for Accreditation;11/12/2000;326;7;Economic Field
http://www.ohr.int/?cat=326&paged=7;2000-11-12;Decision establishing the BiH Law on Accreditation, introducing EU standards;11/12/2000;326;7;Economic Field
http://www.ohr.int/?cat=326&paged=7;2000-11-12;Decision establishing the BiH Institute for Standards, Metrology and Intellectual Property;11/12/2000;326;7;Economic Field
http://www.ohr.int/?cat=326&paged=7;2000-11-12;Decision amending the Federation Law on Pension and Disability Insurance, providing for financial feasibility and independence;11/12/2000;326;7;Economic Field
http://www.ohr.int/?cat=326&paged=7;2000-11-12;Decision imposing the Federation Law on Pension and Disability Insurance Organisation, providing a framework for the merger of the Sarajevo and Mostar pension funds;11/12/2000;326;7;Economic Field
http://www.ohr.int/?cat=326&paged=7;2000-11-12;Decision annulling the Amendments on the RS Law on Pension and Disability Insurance from October 2000;11/12/2000;326;7;Economic Field
http://www.ohr.int/?cat=326&paged=7;2000-08-18;Decision amending the Federation Law on Funds Management Companies and Investment Funds;08/18/2000;326;7;Economic Field
http://www.ohr.int/?cat=326&paged=7;2000-05-22;Decision amending the Law on the Banking Agency of the FBiH;05/22/2000;326;7;Economic Field
http://www.ohr.int/?cat=326&paged=7;2000-05-22;Decision amending the Law on the Banking Agency of the RS;05/22/2000;326;7;Economic Field
http://www.ohr.int/?cat=326&paged=8;2000-05-11;Decision amending the Framework Law on Privatisation of Enterprises and Banks in BiH by introducing a clause protecting investors;05/11/2000;326;8;Economic Field
http://www.ohr.int/?cat=326&paged=8;2000-05-03;Decision on the establishment of a separate telephone code for the Brcko District of BiH;05/03/2000;326;8;Economic Field
http://www.ohr.int/?cat=326&paged=8;2000-03-30;Decision extending the validity of the Council of Ministers’ Decision on additional import duties to 30 June 2000;03/30/2000;326;8;Economic Field
http://www.ohr.int/?cat=326&paged=8;1999-12-30;Decision extending the validity of the Council of Ministers’ Decision on additional import duties to the year 2000;12/30/1999;326;8;Economic Field
http://www.ohr.int/?cat=326&paged=8;1999-07-30;Decision imposing the Law on Administrative Fees;07/30/1999;326;8;Economic Field
http://www.ohr.int/?cat=326&paged=8;1998-11-21;Decision on soldiers’ claims in the Federation;11/21/1998;326;8;Economic Field
http://www.ohr.int/?cat=326&paged=8;1998-09-28;Decision on the minting of small denominations of the Konvertibilna Marka;09/28/1998;326;8;Economic Field
http://www.ohr.int/?cat=326&paged=8;1998-09-11;Decision by the High Representative concerning the telecommunications sector in Bosnia and Herzegovina;09/11/1998;326;8;Economic Field
http://www.ohr.int/?cat=326&paged=8;1998-09-11;Decision imposing the Telecommunications Law of BiH;09/11/1998;326;8;Economic Field
http://www.ohr.int/?cat=326&paged=8;1998-07-22;Decision imposing the Framework Law on Privatisation of Enterprises and Banks in BiH;07/22/1998;326;8;Economic Field
http://www.ohr.int/?cat=326&paged=8;1998-06-23;Decision establishing the Privatisation Monitoring Commission;06/23/1998;326;8;Economic Field
http://www.ohr.int/?cat=326&paged=8;1998-03-27;Decision imposing the design of bank notes;03/27/1998;326;8;Economic Field
http://www.ohr.int/?cat=326&paged=9;1998-03-05;Decision imposing the Draft Law on the Policy of Foreign Direct Investment in BiH;03/05/1998;326;9;Economic Field
http://www.ohr.int/?cat=334&paged=1;2009-12-14;Decision Further Extending the Mandate of an International Member of the High Judicial and Prosecutorial Council of Bosnia and Herzegovina and Appointing Sven Marius Urke to Carry Out Such Mandate;12/14/2009;334;1;Judicial Reform
http://www.ohr.int/?cat=334&paged=1;2009-12-14;Decision Enacting the Law on Amendments to the Law on Prosecutor’s Office of Bosnia and Herzegovina;12/14/2009;334;1;Judicial Reform
http://www.ohr.int/?cat=334&paged=1;2009-12-14;Decision Enacting the Law on Amendment to the Law on Court of Bosnia and Herzegovina;12/14/2009;334;1;Judicial Reform
http://www.ohr.int/?cat=334&paged=1;2009-02-20;Decision Enacting the Law on Amendments to the Law on the Execution of Criminal Sanctions in the Federation of Bosnia and Herzegovina;02/20/2009;334;1;Judicial Reform
http://www.ohr.int/?cat=334&paged=1;2009-02-20;Decision Enacting the Law on Amendments to the Criminal Procedure Code of Bosnia and Herzegovina;02/20/2009;334;1;Judicial Reform
http://www.ohr.int/?cat=334&paged=1;2008-06-25;Decision Further Extending the Mandate of Sven Marius Urke as an International Member of the High Judicial and Prosecutorial Council of Bosnia and Herzegovina;06/25/2008;334;1;Judicial Reform
http://www.ohr.int/?cat=334&paged=1;2007-07-09;Decision Enacting the Law on Amendments to the Law of Bosnia and Herzegovina on the Execution of Criminal Sanctions, Detention and Other Measures;07/09/2007;334;1;Judicial Reform
http://www.ohr.int/?cat=334&paged=1;2007-07-09;Decision Enacting the Law on Amendment to the Law on Movement And Stay of Aliens and Asylum;07/09/2007;334;1;Judicial Reform
http://www.ohr.int/?cat=334&paged=1;2007-07-09;Decision Enacting the Law on Amendments to the Law on Identity Cards of Citizens of Bosnia and Herzegovina;07/09/2007;334;1;Judicial Reform
http://www.ohr.int/?cat=334&paged=1;2007-07-09;Decision Enacting the Law on Amendments to the Law on Travel Documents of Bosnia and Herzegovina;07/09/2007;334;1;Judicial Reform
http://www.ohr.int/?cat=334&paged=1;2007-07-09;Decision Enacting the Law on Amendments to the Criminal Procedure Code of Bosnia and Herzegovina;07/09/2007;334;1;Judicial Reform
http://www.ohr.int/?cat=334&paged=1;2007-06-15;Decision on Enacting the Law on Amendments to the Law on High Judicial and Prosecutorial Council of Bosnia and Herzegovina;06/15/2007;334;1;Judicial Reform
http://www.ohr.int/?cat=334&paged=2;2007-06-15;Decision  on Extending the Mandate of Sven Marius Urke as an International Member of the High Judicial and Prosecutorial Council of Bosnia and Herzegovina;06/15/2007;334;2;Judicial Reform
http://www.ohr.int/?cat=334&paged=2;2007-04-13;Decision Enacting the Law on Amendments to the Criminal Procedure Code of the Brcko District of Bosnia and Herzegovina;04/13/2007;334;2;Judicial Reform
