1;name.original;name.unified1;name.unified2;comment;changed in R;ethnicity;coalition;number of partners;coalition.partner1;coalition.partner2;coalition.partner3;coalition.partner4;
747;Radnicka Demokratska Partija - Bosne I Hercegovine;Radnicka Demokratska Partija;Radnicka Demokratska Partija;;;nk;;;;;;;
748;Radnicka Partija;Radnicka Partija Republike Srpske (RPRS);Radnicka Partija Republike Srpske (RPRS);;;nk;;;;;;;
749;Radnicka Partija Republike Srpske (rprs);Radnicka Partija Republike Srpske (RPRS);Radnicka Partija Republike Srpske (RPRS);;;nk;;;;;;;
750;Radnicka Partija Rs - Zdravko Doslic Tergaz;Radnicka Partija Republike Srpske (RPRS);Radnicka Partija Republike Srpske (RPRS);;;nk;;;;;;;
751;Radnicko-komunisticka Partija Bosne I Hercegovine;Radnicko-komunisticka Partija Bosne I Hercegovine;Radnicko-komunisticka Partija Bosne I Hercegovine;;;nk;;;;;;;
768;Reformska Stranka;Reformska Stranka;Reformska Stranka;;;nk;;;;;;;
769;Reformsko Patriotske Snage - Rps;Reformsko Patriotske Snage (RPS);Reformsko Patriotske Snage (RPS);;;nk;;;;;;;
770;Republikanska Stranka Bih;Republikanska Stranka;Republikanska Stranka;;;nk;;;;;;;
771;Republikanska Stranka Bosne I Hercegovina;Republikanska Stranka;Republikanska Stranka;;;nk;;;;;;;
772;Republikanska Stranka Zenica;Republikanska Stranka;Republikanska Stranka;;;nk;;;;;;;
794;Salkic Nusret - Nezavisni Kandidat;Salkic Nusret - Nezavisni Kandidat;Salkic Nusret - Nezavisni Kandidat;;;nk;;;;;;;
804;Savez Komunista Bih (sk Bih);Savez Komunista (SK);Savez Komunista (SK);;;nk;;;;;;;
72;Bojic Borislav - Savez Nezavisnih Socijaldemokrata - Snsd - Milorad Dodik;Savez Nezavisnih Socijaldemokrata (SNSD);Savez Nezavisnih Socijaldemokrata (SNSD);;;S;;;;;;;
491;Malovic Dragica - Savez Nezavisnih Socijaldemokrata - Snsd - Milorad Dodik;Savez Nezavisnih Socijaldemokrata (SNSD);Savez Nezavisnih Socijaldemokrata (SNSD);;;S;;;;;;;
494;Mandic Zdenko - Neovisni Kandidat;Savez Nezavisnih Socijaldemokrata (SNSD);Savez Nezavisnih Socijaldemokrata (SNSD);;;S;;;;;;;
496;Manojlovic Miodrag - Savez Nezavisnih Socijaldemokrata - Snsd - Milorad Dodik;Savez Nezavisnih Socijaldemokrata (SNSD);Savez Nezavisnih Socijaldemokrata (SNSD);;;S;;;;;;;
735;Proc Nikola - Savez Nezavisnih Socijaldemokrata - Snsd - Milorad Dodik;Savez Nezavisnih Socijaldemokrata (SNSD);Savez Nezavisnih Socijaldemokrata (SNSD);;;S;;;;;;;
805;Savez Nezavisnih Socijaldemokrata - Snsd - Milorad Dodik;Savez Nezavisnih Socijaldemokrata (SNSD);Savez Nezavisnih Socijaldemokrata (SNSD);;;S;;;;;;;
881;Snsd - Milorad Dodik;Savez Nezavisnih Socijaldemokrata (SNSD);Savez Nezavisnih Socijaldemokrata (SNSD);;;S;;;;;;;
969;Stranka Nezavisnih Socijaldemokrata;Savez Nezavisnih Socijaldemokrata (SNSD);Savez Nezavisnih Socijaldemokrata (SNSD);;;S;;;;;;;
73;Boracki Savez Republike Srpske;Savez Republike Srpske;Savez Republike Srpske;;;S;;;;;;;
27;Alliance For A Better Future Of Bosnia And Herzegovina - Sbbbih;Savez Za Bolju Buducnost (SBB);Savez Za Bolju Buducnost (SBB);Bosniak source: http://en.wikipedia.org/wiki/List_of_political_parties_in_Bosnia_and_Herzegovina;;B;;;;;;;
809;Savez Za Bolju Buducnost Bosne I Hercegovine - Sbb Bih;Savez Za Bolju Buducnost (SBB);Savez Za Bolju Buducnost (SBB);;;B;;;;;;;
47;Bartula Predrag - Savez Za Demokratsku Srpsku - (szds);Savez Za Demokratsku Srpsku (SzDS);Savez Za Demokratsku Srpsku (SzDS);check ethnicity;;S;;;;;;;
811;Savez Za Demokratsku Srpsku - (szds);Savez Za Demokratsku Srpsku (SzDS);Savez Za Demokratsku Srpsku (SzDS);;;S;;;;;;;
1012;Taskov Marinko - Savez Za Demokratsku Srpsku - (szds);Savez Za Demokratsku Srpsku (SzDS);Savez Za Demokratsku Srpsku (SzDS);;;S;;;;;;;
1016;Tihostup Ivica - Savez Za Demokratsku Srpsku - (szds);Savez Za Demokratsku Srpsku (SzDS);Savez Za Demokratsku Srpsku (SzDS);;;S;;;;;;;
1055;Veselinovic Nikola - Savez Za Demokratsku Srpsku - (szds);Savez Za Demokratsku Srpsku (SzDS);Savez Za Demokratsku Srpsku (SzDS);;;S;;;;;;;
846;Seljacka Bosanska Stranka;Seljacka Stranka;Seljacka Stranka;? Seljacka Stranka identical to Seljacka Bosanska Stranka;;nk;;;;;;;
847;Seljacka Stranka - Gordana Vidovnic;Seljacka Stranka;Seljacka Stranka;;;nk;;;;;;;
848;Seljacka Stranka Bih;Seljacka Stranka;Seljacka Stranka;;;nk;;;;;;;
849;Seljacko-radnicka Stranka Republike Srpske;Seljacko-radnicka Stranka Republike Srpske;Seljacko-radnicka Stranka Republike Srpske;;;nk;;;;;;;
635;Nezavisna Septembarska Stranka;Septembarska Stranka;Septembarska Stranka;;;nk;;;;;;;
876;Snaga Bosne;Snaga Bosne;Snaga Bosne;? Snaga Bosne identical to Politicka Organizacija Gradana Snaga Bosne;;nk;;;;;;;
877;Snaga Ekonomskog Pokreta U Bih;Snaga Ekonomskog Pokreta U Bih;Snaga Ekonomskog Pokreta U Bih;Snaga Ekonomskog Pokreta U Bih;;nk;;;;;;;
37;Bafcari Alen - Sdp-socijaldemokratska Partija Bih;Socijaldemokratska Partija (SDP);Socijaldemokratska Partija (SDP);;;M;;;;;;;
53;Beganovic Mersud - Sdp-socijaldemokratska Partija Bih;Socijaldemokratska Partija (SDP);Socijaldemokratska Partija (SDP);;;M;;;;;;;
118;Cista Sdp Bih;Socijaldemokratska Partija (SDP);Socijaldemokratska Partija (SDP);;;M;;;;;;;
125;Dacaj Cazim - Sdp-socijaldemokratska Partija Bih;Socijaldemokratska Partija (SDP);Socijaldemokratska Partija (SDP);;;M;;;;;;;
251;Frljanovic Mina - Sdp-socijaldemokratska Partija Bih;Socijaldemokratska Partija (SDP);Socijaldemokratska Partija (SDP);;;M;;;;;;;
411;Jukic Dijana - Sdp-socijaldemokratska Partija Bih;Socijaldemokratska Partija (SDP);Socijaldemokratska Partija (SDP);;;M;;;;;;;
415;Jusufovic Enver - Sdp-socijaldemokratska Partija Bih;Socijaldemokratska Partija (SDP);Socijaldemokratska Partija (SDP);;;M;;;;;;;
418;Kenjic Branka - Sdp-socijaldemokratska Partija Bih;Socijaldemokratska Partija (SDP);Socijaldemokratska Partija (SDP);;;M;;;;;;;
449;Krivinjskij Aleksander - Sdp-socijaldemokratska Partija Bih;Socijaldemokratska Partija (SDP);Socijaldemokratska Partija (SDP);;;M;;;;;;;
555;Montiljo Jakob - Sdp-socijaldemokratska Partija Bih;Socijaldemokratska Partija (SDP);Socijaldemokratska Partija (SDP);;;M;;;;;;;
558;Morina Asmir - Sdp-socijaldemokratska Partija Bih;Socijaldemokratska Partija (SDP);Socijaldemokratska Partija (SDP);;;M;;;;;;;
566;Mujic Mehmed - Sdp-socijaldemokratska Partija Bih;Socijaldemokratska Partija (SDP);Socijaldemokratska Partija (SDP);;;M;;;;;;;
671;Omerovic Mirsad - Sdp-socijaldemokratska Partija Bih;Socijaldemokratska Partija (SDP);Socijaldemokratska Partija (SDP);;;M;;;;;;;
676;Osmanovic Mustafa - Sdp-socijaldemokratska Partija Bih;Socijaldemokratska Partija (SDP);Socijaldemokratska Partija (SDP);;;M;;;;;;;
693;Pedic Ale - Sdp-socijaldemokratska Partija Bih;Socijaldemokratska Partija (SDP);Socijaldemokratska Partija (SDP);;;M;;;;;;;
791;Salesevic Ramo - Sdp-socijaldemokratska Partija Bih;Socijaldemokratska Partija (SDP);Socijaldemokratska Partija (SDP);;;M;;;;;;;
795;Salmani Abdilj-bari - Sdp-socijaldemokratska Partija Bih;Socijaldemokratska Partija (SDP);Socijaldemokratska Partija (SDP);;;M;;;;;;;
799;Sarajlic Indijana - Sdp-socijaldemokratska Partija Bih;Socijaldemokratska Partija (SDP);Socijaldemokratska Partija (SDP);;;M;;;;;;;
823;Sdp;Socijaldemokratska Partija (SDP);Socijaldemokratska Partija (SDP);;;M;;;;;;;
824;Sdp - Socijaldemokratska Partija Bosne I Hercegovine - Socijaldemokrati;Socijaldemokratska Partija (SDP);Socijaldemokratska Partija (SDP);;;M;;;;;;;
825;Sdp - Socijaldemokratska Partija Bosne I Herzegovine - Socijaldemokrati Bih;Socijaldemokratska Partija (SDP);Socijaldemokratska Partija (SDP);;;M;;;;;;;
826;Sdp Bih;Socijaldemokratska Partija (SDP);Socijaldemokratska Partija (SDP);;;M;;;;;;;
827;Sdp Social Democratic Party Of Bih;Socijaldemokratska Partija (SDP);Socijaldemokratska Partija (SDP);;;M;;;;;;;
828;Sdp-socijaldemokratska Partija Bih;Socijaldemokratska Partija (SDP);Socijaldemokratska Partija (SDP);;;M;;;;;;;
861;Sipovic Arnel - Sdp-socijaldemokratska Partija Bih;Socijaldemokratska Partija (SDP);Socijaldemokratska Partija (SDP);;;M;;;;;;;
885;Socijaldemokratska Partija Bosne I Hercegovine;Socijaldemokratska Partija (SDP);Socijaldemokratska Partija (SDP);;;M;;;;;;;
886;Socijaldemokratska Partija Republike Srpske;Socijaldemokratska Partija (SDP);Socijaldemokratska Partija (SDP);;;M;;;;;;;
897;Socjaldemokratska Partija Bosne I Hercegovine;Socijaldemokratska Partija (SDP);Socijaldemokratska Partija (SDP);;;M;;;;;;;
1001;Sulejmani Suvad - Sdp-socijaldemokratska Partija Bih;Socijaldemokratska Partija (SDP);Socijaldemokratska Partija (SDP);;;M;;;;;;;
887;Socijaldemokratska Unija 2002 Bosne I Hercegovine - Stranka Socijalne Pravde;Socijaldemokratska Unija 2002 Bosne I Hercegovine - Stranka Socijalne Pravde;Socijaldemokratska Unija 2002 Bosne I Hercegovine - Stranka Socijalne Pravde;;;nk;;;;;;;
832;Sdu - Socijaldemokratska Unija Bih;Socijaldemokratska Unija Bih (SDU);Socijaldemokratska Unija Bih (SDU);;;nk;;;;;;;
835;Sdu Bih-socijaldemokratska Unija Bosne I Hercegovine;Socijaldemokratska Unija Bih (SDU);Socijaldemokratska Unija Bih (SDU);;ok;nk;;;;;;;
888;Socijaldemokratska Unija Bosne I Hercegovine;Socijaldemokratska Unija Bih (SDU);Socijaldemokratska Unija Bih (SDU);;;nk;;;;;;;
372;Husic Bajro - Socijalisticka Partija;Socijalisticka Partija;Socijalisticka Partija;re: ethnicity see http://de.wikipedia.org/wiki/Liste_der_politischen_Parteien_in_Bosnien_und_Herzegowina;;S;;;;;;;
752;Radojcic Sasa - Socijalisticka Partija;Socijalisticka Partija;Socijalisticka Partija;re: ethnicity see http://de.wikipedia.org/wiki/Liste_der_politischen_Parteien_in_Bosnien_und_Herzegowina;;S;;;;;;;
890;Socijalisticka Partija;Socijalisticka Partija;Socijalisticka Partija;re: ethnicity see http://de.wikipedia.org/wiki/Liste_der_politischen_Parteien_in_Bosnien_und_Herzegowina;;S;;;;;;;
893;Socijalisticka Partija Republike Srpske;Socijalisticka Partija;Socijalisticka Partija;re: ethnicity see http://de.wikipedia.org/wiki/Liste_der_politischen_Parteien_in_Bosnien_und_Herzegowina;;S;;;;;;;
894;Socijalisticka Partija Republike Srpske (sprs) Banja Luka;Socijalisticka Partija;Socijalisticka Partija;re: ethnicity see http://de.wikipedia.org/wiki/Liste_der_politischen_Parteien_in_Bosnien_und_Herzegowina;;S;;;;;;;
895;Socijalisticka Radnicka Partija Jugoslavija;Socijalisticka Radnicka Partija Jugoslavija;Socijalisticka Radnicka Partija Jugoslavija;;;nk;;;;;;;
896;Socijalno-liberalna Stranka Rs (sls);Socijalno-Liberalna Stranka RS;Socijalno-Liberalna Stranka RS;;;nk;;;;;;;
903;Spd Rs;SPD;SPD;;;nk;;;;;;;
905;Sprska Demokratska Stranka;Sprska Demokratska Stranka (SDS);Sprska Demokratska Stranka (SDS);;;S;;;;;;;
908;Srp Bih;Srp Bih;Srp Bih;;;nk;;;;;;;
456;Lasica Milorad - Sds-srpska Demokratska Stranka;Srpska Demokratska Stranka (SDS);Srpska Demokratska Stranka (SDS);;;S;;;;;;;
480;Ljubojevic Lidija - Sds-srpska Demokratska Stranka;Srpska Demokratska Stranka (SDS);Srpska Demokratska Stranka (SDS);;;S;;;;;;;
829;Sds - Srpska Demokratska Stranka;Srpska Demokratska Stranka (SDS);Srpska Demokratska Stranka (SDS);;;S;;;;;;;
831;Sds-srpska Demokratska Stranka;Srpska Demokratska Stranka (SDS);Srpska Demokratska Stranka (SDS);;;S;;;;;;;
909;Srpska Demokratska Stranka;Srpska Demokratska Stranka (SDS);Srpska Demokratska Stranka (SDS);;;S;;;;;;;
910;Srpska Demokratska Stranka (srpskih Zemalja);Srpska Demokratska Stranka (SDS);Srpska Demokratska Stranka (SDS);;;S;;;;;;;
1096;Zekic Miladinka - Sds-srpska Demokratska Stranka;Srpska Demokratska Stranka (SDS);Srpska Demokratska Stranka (SDS);;;S;;;;;;;
911;Srpska Demokratska Stranka 1990 - Izvorna - Pokret Za Srbsku;Srpska Demokratska Stranka 1990 - Izvorna - Pokret Za Srbsku;Srpska Demokratska Stranka 1990 - Izvorna - Pokret Za Srbsku;"distrinct from SDS; ran only in 2008; competed direclty with SDS";;S;;;;;;;
588;Naprijed Zvornik - Sns;Srpska Napredna Stranka;Srpska Napredna Stranka;;;S;;;;;;;
912;Srpska Napredna Stranak Republike Srpske;Srpska Napredna Stranka;Srpska Napredna Stranka;;;S;;;;;;;
913;Srpska Napredna Stranka;Srpska Napredna Stranka;Srpska Napredna Stranka;;;S;;;;;;;
878;Sns - Biljana Plavsic;Srpska Narodna Stranka  (SNS);Srpska Narodna Stranka  (SNS);;;S;;;;;;;
879;Sns Rs;Srpska Narodna Stranka  (SNS);Srpska Narodna Stranka  (SNS);;;S;;;;;;;
915;Srpska Narodna Stranka - Sns;Srpska Narodna Stranka  (SNS);Srpska Narodna Stranka  (SNS);;;S;;;;;;;
916;Srpska Omladinska Stranka - Novi Narastaji;Srpska Omladinska Stranka - Novi Srastanji;Srpska Omladinska Stranka - Novi Srastanji;;;S;;;;;;;
917;Srpska Omladinska Stranka - Novi Narastaji Republike Srpske;Srpska Omladinska Stranka - Novi Srastanji;Srpska Omladinska Stranka - Novi Srastanji;;;S;;;;;;;
918;Srpska Omladinska Stranka - Novi Srastanji;Srpska Omladinska Stranka - Novi Srastanji;Srpska Omladinska Stranka - Novi Srastanji;;;S;;;;;;;
919;Srpska Partija;Srpska Partija;Srpska Partija;;;S;;;;;;;
901;Spas - Srpska Patriotska Stranka;Srpska Patriotska Stranka (SPAS);Srpska Patriotska Stranka (SPAS);;;S;;;;;;;
920;Srpska Patriotska Stranka - Spas;Srpska Patriotska Stranka (SPAS);Srpska Patriotska Stranka (SPAS);;;S;;;;;;;
981;Stranka Spas;Srpska Patriotska Stranka (SPAS);Srpska Patriotska Stranka (SPAS);;;S;;;;;;;
921;Srpska Radikalna Stranka;Srpska Radikalna Stranka (SRS);Srpska Radikalna Stranka (SRS);;;S;;;;;;;
922;Srpska Radikalna Stranka Dr Vojislav Seselj;Srpska Radikalna Stranka (SRS);Srpska Radikalna Stranka (SRS);;;S;;;;;;;
923;Srpska Radikalna Stranka Dr. Vojislav Seselj;Srpska Radikalna Stranka (SRS);Srpska Radikalna Stranka (SRS);;;S;;;;;;;
924;Srpska Radikalna Stranka Republike Srpske;Srpska Radikalna Stranka (SRS);Srpska Radikalna Stranka (SRS);;;S;;;;;;;
937;Srpski Radikalni Savez Dr. Vojislav Seselj;Srpska Radikalna Stranka (SRS);Srpska Radikalna Stranka (SRS);;;S;;;;;;;
1084;Za Ugljevik Srpska Radikalna Stranka Rs - Dp Dragan Cavic;Srpska Radikalna Stranka (SRS);Srpska Radikalna Stranka (SRS);;;S;;;;;;;
925;Srpska Raseljenicka Demokratska Stranka Republike Srpske (srdsrs);Srpska Raseljenicka Demokratska Stranka Republike Srpske (SRDSRS);Srpska Raseljenicka Demokratska Stranka Republike Srpske (SRDSRS);;;S;;;;;;;
926;Srpska Seljacka Stranka;Srpska Seljacka Stranka;Srpska Seljacka Stranka;;;S;;;;;;;
927;Srpska Stranka Krajine I Posavine;Srpska Stranka Krajine I Posavine;Srpska Stranka Krajine I Posavine;;;S;;;;;;;
928;Srpska Stranka Republike Srpske;Srpska Stranka Republike Srpske;Srpska Stranka Republike Srpske;;;S;;;;;;;
929;Srpski Demokratski Savez Rs;Srpski Demokratski Savez Rs;Srpski Demokratski Savez Rs;;;S;;;;;;;
930;Srpski Liberalni Savez (sls);Srpski Liberalni Savez;Srpski Liberalni Savez;;;S;;;;;;;
931;Srpski Narodni Otadzbinski Pokret;Srpski Narodni Otadzbinski Pokret;Srpski Narodni Otadzbinski Pokret;;;S;;;;;;;
932;Srpski Narodni Savez - Dr Branislav Lolic;Srpski Narodni Savez - Dr Branislav Lolic;Srpski Narodni Savez - Dr Branislav Lolic;;;S;;;;;;;
933;Srpski Otadzbinski Front - (sof);Srpski Otadzbinski Front (SOF);Srpski Otadzbinski Front (SOF);;;S;;;;;;;
934;Srpski Pokret Obnove (spo);Srpski Pokret Obnove (SPO);Srpski Pokret Obnove (SPO);;;S;;;;;;;
935;Srpski Pokret Obnove Republike Srpske;Srpski Pokret Obnove (SPO);Srpski Pokret Obnove (SPO);;;S;;;;;;;
936;Srpski Pokret Obnove Repulbike Srpske;Srpski Pokret Obnove (SPO);Srpski Pokret Obnove (SPO);;;S;;;;;;;
954;Stranka Banja Luka Center;Stranka Banjaluckog Centra;Stranka Banjaluckog Centra;"in the official 1997 election results is a remark indicating that the pary ran again in 2000; must be Stranka Banja Luka Center";;nk;;;;;;;
955;Stranka Banjaluckog Centra;Stranka Banjaluckog Centra;Stranka Banjaluckog Centra;"in the official 1997 election results is a remark indicating that the pary ran again in 2000; must be Stranka Banja Luka Center";;nk;;;;;;;
956;Stranka Biznisa Srpske;Stranka Biznisa Srpske;Stranka Biznisa Srpske;;;S;;;;;;;
24;Alimanovic Mustafa - Sda-stranka Demokratske Akcije;Stranka Demokratske Akcije (SDA);Stranka Demokratske Akcije (SDA);;ok;B;;;;;;;
56;Besic Ibrahim - Sda-stranka Demokratske Akcije;Stranka Demokratske Akcije (SDA);Stranka Demokratske Akcije (SDA);;ok;B;;;;;;;
252;Frljanovic Ramiz - Sda-stranka Demokratske Akcije;Stranka Demokratske Akcije (SDA);Stranka Demokratske Akcije (SDA);;ok;B;;;;;;;
374;Ibraimi Mevljudin - Sda-stranka Demokratske Akcije;Stranka Demokratske Akcije (SDA);Stranka Demokratske Akcije (SDA);;ok;B;;;;;;;
561;Muheljic Safet - Sda-stranka Demokratske Akcije;Stranka Demokratske Akcije (SDA);Stranka Demokratske Akcije (SDA);;ok;B;;;;;;;
733;Prelic Sanel - Sda-stranka Demokratske Akcije;Stranka Demokratske Akcije (SDA);Stranka Demokratske Akcije (SDA);;;B;;;;;;;
818;Sda;Stranka Demokratske Akcije (SDA);Stranka Demokratske Akcije (SDA);;;B;;;;;;;
819;Sda - Stranka Demokratske Akcije;Stranka Demokratske Akcije (SDA);Stranka Demokratske Akcije (SDA);;;B;;;;;;;
821;Sda-party Of Democratic Action;Stranka Demokratske Akcije (SDA);Stranka Demokratske Akcije (SDA);;;B;;;;;;;
822;Sda-stranka Demokratske Akcije;Stranka Demokratske Akcije (SDA);Stranka Demokratske Akcije (SDA);;;B;;;;;;;
841;Secic Sefer - Sda-stranka Demokratske Akcije;Stranka Demokratske Akcije (SDA);Stranka Demokratske Akcije (SDA);;;B;;;;;;;
864;Skrijelj Ernes - Sda-stranka Demokratske Akcije;Stranka Demokratske Akcije (SDA);Stranka Demokratske Akcije (SDA);;;B;;;;;;;
957;Stranka Demokratske Akcije;Stranka Demokratske Akcije (SDA);Stranka Demokratske Akcije (SDA);;;B;;;;;;;
958;Stranka Demokratske Akcije - Sda;Stranka Demokratske Akcije (SDA);Stranka Demokratske Akcije (SDA);;;B;;;;;;;
3;A-sda Party Of Democratic Activity;Stranka Demokratske Aktivnosti Za Evropsku Bih (A-SDA);Stranka Demokratske Aktivnosti Za Evropsku Bih (A-SDA);check ethnicity;ok;nk;;;;;;;
4;A-sda Stranka Demokratske Aktivnosti;Stranka Demokratske Aktivnosti Za Evropsku Bih (A-SDA);Stranka Demokratske Aktivnosti Za Evropsku Bih (A-SDA);check ethnicity;nk;nk;;;;;;;
959;Stranka Demokratske Aktivnosti Za Evropsku Bih A-sda;Stranka Demokratske Aktivnosti Za Evropsku Bih (A-SDA);Stranka Demokratske Aktivnosti Za Evropsku Bih (A-SDA);check ethnicity;;nk;;;;;;;
960;Stranka Demokratskih Reformi Sekovici - Sdr;Stranka Demokratskih Reformi Sekovici (SDR);Stranka Demokratskih Reformi Sekovici (SDR);;;nk;;;;;;;
961;Stranka Demokratskog Centra;Stranka Demokratskog Centra (SDC);Stranka Demokratskog Centra (SDC);;;nk;;;;;;;
962;Stranka Demokratskog Centra Cazin;Stranka Demokratskog Centra (SDC);Stranka Demokratskog Centra (SDC);;;nk;;;;;;;
963;Stranka Demokratskog Centra Cazin (sdc - Cazin);Stranka Demokratskog Centra (SDC);Stranka Demokratskog Centra (SDC);;;nk;;;;;;;
964;Stranka Devizne Stedisa Rs;Stranka Devizne Stedisa Rs;Stranka Devizne Stedisa Rs;;;nk;;;;;;;
966;Stranka Ekonomskog Prosperiteta Republike Srpske;Stranka Ekonomskog Prosperiteta Republike Srpske;Stranka Ekonomskog Prosperiteta Republike Srpske;;;nk;;;;;;;
967;Stranka Mladih Za Promjene;Stranka Mladih Za Promjene;Stranka Mladih Za Promjene;;;nk;;;;;;;
968;Stranka Narodnog Izmirenja (sni);Stranka Narodnog Izmirenja (sni);Stranka Narodnog Izmirenja (sni);;;nk;;;;;;;
970;Stranka Omladinske Snage;Stranka Omladinske Snage;Stranka Omladinske Snage;;;nk;;;;;;;
971;Stranka Penzionera - Umirovlenika Bosne I Hercegovine;Stranka Penzionera (SPU);Stranka Penzionera (SPU);SPU = Stranka Penzionera (http://www.otisak.ba/index.php?option=com_content&view=article&id=11929:koalicijski-sporazum-sdu-lds-i-spu&catid=31:bih&Itemid=46);;nk;;;;;;;
972;Stranka Penzionera - Umirovljenika Bih;Stranka Penzionera (SPU);Stranka Penzionera (SPU);;;nk;;;;;;;
973;Stranka Penzionera - Umirovljenika Bosne I Hercegovine Sp-u Bih;Stranka Penzionera (SPU);Stranka Penzionera (SPU);;;nk;;;;;;;
974;Stranka Penzionera F Bih;Stranka Penzionera (SPU);Stranka Penzionera (SPU);;;nk;;;;;;;
975;Stranka Pravde I Razvoja Bosne I Hercegovine;Stranka Pravde I Razvoja Bosne I Hercegovine;Stranka Pravde I Razvoja Bosne I Hercegovine;;;nk;;;;;;;
976;Stranka Prirodnog Zakona Bih;Stranka Prirodnog Zakona Bih;Stranka Prirodnog Zakona Bih;;;nk;;;;;;;
977;Stranka Privatnih Poslodavaca - Gradiska;Stranka Privatnih Poslodavaca - Gradiska;Stranka Privatnih Poslodavaca - Gradiska;;;nk;;;;;;;
978;Stranka Privatnih Privrednika Republike Srpske;Stranka Privatnih Privrednika Republike Srpske;Stranka Privatnih Privrednika Republike Srpske;;;nk;;;;;;;
904;Spp - Bih - Stranka Privrednog Prosperiteta Bih;Stranka Privrednog Prosperiteta (SPP);Stranka Privrednog Prosperiteta (SPP);;;nk;;;;;;;
979;Stranka Prosvjete I Zdravstva;Stranka Prosvjete I Zdravstva;Stranka Prosvjete I Zdravstva;;;nk;;;;;;;
272;Guljevatej Igor - Stranka Socijalne Sigurnosti Srpskih Boraca;Stranka Socijalne Sigurnosti Srpskih Boraca;Stranka Socijalne Sigurnosti Srpskih Boraca;check ethnicity;;nk;;;;;;;
399;Javor Ivica - Stranka Socijalne Sigurnosti Srpskih Boraca;Stranka Socijalne Sigurnosti Srpskih Boraca;Stranka Socijalne Sigurnosti Srpskih Boraca;;;nk;;;;;;;
766;Rebacek Ivica - Stranka Socijalne Sigurnosti Srpskih Boraca;Stranka Socijalne Sigurnosti Srpskih Boraca;Stranka Socijalne Sigurnosti Srpskih Boraca;;;nk;;;;;;;
980;Stranka Socijalne Sigurnosti Srpskih Boraca;Stranka Socijalne Sigurnosti Srpskih Boraca;Stranka Socijalne Sigurnosti Srpskih Boraca;;;nk;;;;;;;
982;Stranka Srpskog Jedinstva Republike Srpske (ssj);Stranka Srpskog Jedinstva Republike Srpske (SSJ);Stranka Srpskog Jedinstva Republike Srpske (SSJ);;;nk;;;;;;;
983;Stranka Udruzenih Nezavisnih Demokrata Bosne I Herzegovine;Stranka Udruzenih Nezavisnih Demokrata Bosne I Herzegovine (SUND);Stranka Udruzenih Nezavisnih Demokrata Bosne I Herzegovine (SUND);;;nk;;;;;;;
1006;Sund Bih;Stranka Udruzenih Nezavisnih Demokrata Bosne I Herzegovine (SUND);Stranka Udruzenih Nezavisnih Demokrata Bosne I Herzegovine (SUND);;;nk;;;;;;;
984;Stranka Udruzenja Penzionera Kladanj;Stranka Udruzenja Penzionera Kladanj;Stranka Udruzenja Penzionera Kladanj;;;nk;;;;;;;
985;Stranka Ujedinjenih Muslimana Bih;Stranka Ujedinjenih Muslimana;Stranka Ujedinjenih Muslimana;;;B;;;;;;;
986;Stranka Ujedinjenih Muslimana Republike Bosne I Herzegovine;Stranka Ujedinjenih Muslimana;Stranka Ujedinjenih Muslimana;;;B;;;;;;;
987;Stranka Veterana Bosne I Hercegovine;Stranka Veterana Bosne I Hercegovine;Stranka Veterana Bosne I Hercegovine;;;nk;;;;;;;
571;Murselovic Adnan - Stranka Za Bosnu I Hercegovinu;Stranka Za Bosnu I Hercegovinu (SzBiH);Stranka Za Bosnu I Hercegovinu (SzBiH);;;B;;;;;;;
572;Murselovic Samir - Stranka Za Bosnu I Hercegovinu;Stranka Za Bosnu I Hercegovinu (SzBiH);Stranka Za Bosnu I Hercegovinu (SzBiH);;;B;;;;;;;
988;Stranka Za Bosnu I Hercegovinu;Stranka Za Bosnu I Hercegovinu (SzBiH);Stranka Za Bosnu I Hercegovinu (SzBiH);;;B;;;;;;;
989;Stranka Za Bosnu I Hercegovinu (stranka Za Bih);Stranka Za Bosnu I Hercegovinu (SzBiH);Stranka Za Bosnu I Hercegovinu (SzBiH);;;B;;;;;;;
990;Stranka Za Bosnu I Herzegovinu;Stranka Za Bosnu I Hercegovinu (SzBiH);Stranka Za Bosnu I Hercegovinu (SzBiH);;;B;;;;;;;
1029;Turbic Mersed - Stranka Za Bosnu I Hercegovinu;Stranka Za Bosnu I Hercegovinu (SzBiH);Stranka Za Bosnu I Hercegovinu (SzBiH);;;B;;;;;;;
855;Ses - Stranka Za Evropsko Sarajevo;Stranka za Evropsko Sarajevo (SES);Stranka za Evropsko Sarajevo (SES);;;nk;;;;;;;
991;Stranka Za Mladost, Razvoj I Boducnost;Stranka Za Mladost, Razvoj I Boducnost;Stranka Za Mladost, Razvoj I Boducnost;;;nk;;;;;;;
992;Stranka Za Narod Bosne I Hercegovine;Stranka Za Narod Bosne I Hercegovine;Stranka Za Narod Bosne I Hercegovine;;;nk;;;;;;;
993;Stranka Za Opcinu Olovo - Szool;Stranka Za Opcinu Olovo - SzOOL;Stranka Za Opcinu Olovo - SzOOL;;;nk;;;;;;;
994;Stranka Za Srednje;Stranka Za Srednje;Stranka Za Srednje;;;nk;;;;;;;
995;Stranka Zena Bih;Stranka Zena Bih;Stranka Zena Bih;;;nk;;;;;;;
1100;Zena Bih;Stranka Zena Bih;Stranka Zena Bih;;;nk;;;;;;;
