year,district.name,district.id,party,votes.in.municipality,votes.out.municipality,seats,control sum
2000,Rogatica,146,Socijalisticka Partija Republike Srpske,420,14,1,
2000,Rogatica,146,Koalicija za Ralja i Otadzbinu,19,0,0,
2000,Rogatica,146,SNSD - Milorad Dodik,658,20,2,
2000,Rogatica,146,PDP RS - Mladen Ivanic,1533,42,4,
2000,Rogatica,146,SDS - Srpska Demokratska Stranka,4281,101,10,
2000,Rogatica,146,Radnicka Demokratska Partija - Bosne i Hercegovine,2,10,0,
2000,Visegrad,147,KNS-Zastite Ljudskih Prava Boraca i Gradana-Pravde I Morala - BH,2,22,0,
2000,Visegrad,147,Radikalna Stranka Republike Srpske,447,8,1,
2000,Visegrad,147,SNS - Biljana Plavsic,414,7,1,
2000,Visegrad,147,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,71,420,1,
2000,Visegrad,147,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",7,116,0,
2000,Visegrad,147,Nezavisni izbjegli_ki pokret Visegrad (NIP),648,5,1,
2000,Visegrad,147,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",62,2641,6,
2000,Visegrad,147,Socijalisticka Partija Republike Srpske,128,3,0,
2000,Visegrad,147,Koalicija za Ralja i Otadzbinu,31,1,0,
2000,Visegrad,147,SNSD - Milorad Dodik,1338,22,3,
2000,Visegrad,147,BH DA,0,57,0,
2000,Visegrad,147,Seljacka Stranka - Gordana Vidovnic,27,0,0,
2000,Visegrad,147,SDS - Srpska Demokratska Stranka,5722,67,12,
2000,Visegrad,147,Bosanskohercegovacka Patriotska Stranka - BPS,0,26,0,
2000,Visegrad,147,BOSS - Bosanska Stranka,0,43,0,
2000,Posusje,148,HDZBiH-Hrvatska Demokratska Zajednica BiH,2355,101,13,
2000,Posusje,148,Hrvatski Demokrscani,21,2,0,
2000,Posusje,148,HKDU - BiH,685,10,4,
2000,Posusje,148,Ujedinjena HSP,347,4,2,
2000,Posusje,148,Hrvatska Stranka Prava (HSP),258,17,2,
2000,Posusje,148,Hrvatska Stranka Prava (HSP),258,17,2,
2000,Grude,149,HDZBiH-Hrvatska Demokratska Zajednica BiH,2120,89,18,
2000,Grude,149,Hrvatski Demokrscani,26,0,0,
2000,Grude,149,HKDU - BiH,534,12,5,
2000,Grude,149,BH-HCSP,34,5,0,
2000,Grude,149,Hrvatska Stranka Prava (HSP),70,16,1,
2000,Grude,149,HSS BiH,57,5,1,
2000,Siroki Brijeg,150,HDZBiH-Hrvatska Demokratska Zajednica BiH,3981,203,17,
2000,Siroki Brijeg,150,Hrvatski Demokrscani,482,14,2,
2000,Siroki Brijeg,150,HKDU - BiH,845,22,4,
2000,Siroki Brijeg,150,BH-HCSP,28,1,0,
2000,Siroki Brijeg,150,Ujedinjena HSP,334,32,2,
2000,Mostar Jug,151,KNS-Zastite Ljudskih Prava Boraca i Gradana-Pravde I Morala - BH,1,5,0,
2000,Mostar Jug,151,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,11,42,0,
2000,Mostar Jug,151,HDZBiH-Hrvatska Demokratska Zajednica BiH,2643,44,19,
2000,Mostar Jug,151,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",42,467,5,
2000,Mostar Jug,151,Socijalisticka Partija Republike Srpske,3,48,0,
2000,Mostar Jug,151,BH-HCSP,6,0,0,
2000,Mostar Jug,151,Ujedinjena HSP,21,1,0,
2000,Mostar Jug,151,Hrvatska Stranka Prava (HSP),97,2,1,
2000,Mostar Jugoistok,152,KNS-Zastite Ljudskih Prava Boraca i Gradana-Pravde I Morala - BH,22,9,0,
2000,Mostar Jugoistok,152,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,249,37,2,
2000,Mostar Jugoistok,152,HDZBiH-Hrvatska Demokratska Zajednica BiH,5,25,1,
2000,Mostar Jugoistok,152,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",1762,537,16,
2000,Mostar Jugoistok,152,Bosanskohercegovacka Patriotska Stranka - BPS,122,28,2,
2000,Mostar Jugozapad,153,KNS-Zastite Ljudskih Prava Boraca i Gradana-Pravde I Morala - BH,21,14,0,
2000,Mostar Jugozapad,153,LBO BiH,21,22,0,
2000,Mostar Jugozapad,153,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,1020,953,4,
2000,Mostar Jugozapad,153,HDZBiH-Hrvatska Demokratska Zajednica BiH,7560,469,15,
2000,Mostar Jugozapad,153,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",75,125,0,
2000,Mostar Jugozapad,153,Hrvatski Demokrscani,651,54,1,
2000,Mostar Jugozapad,153,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",846,1504,4,
2000,Mostar Jugozapad,153,BH-HCSP,91,6,0,
2000,Mostar Jugozapad,153,Ujedinjena HSP,66,4,0,
2000,Mostar Jugozapad,153,Hrvatska Stranka Prava (HSP),377,24,1,
2000,Mostar Jugozapad,153,HSS BiH,232,37,0,
2000,Mostar Jugozapad,153,Bosanskohercegovacka Patriotska Stranka - BPS,11,23,0,
2000,Mostar Sjever,154,KNS-Zastite Ljudskih Prava Boraca i Gradana-Pravde I Morala - BH,18,0,0,
2000,Mostar Sjever,154,LBO BiH,64,8,0,
2000,Mostar Sjever,154,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,549,150,4,
2000,Mostar Sjever,154,HDZBiH-Hrvatska Demokratska Zajednica BiH,13,102,3,
2000,Mostar Sjever,154,Hrvatski Demokrscani,1,6,0,
2000,Mostar Sjever,154,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",1817,194,10,
2000,Mostar Sjever,154,Bosanskohercegovacka Patriotska Stranka - BPS,99,5,0,
2000,Mostar Sjever,154,Stranka Penzionera F BiH,186,6,1,
2000,Mostar Stari Grad,155,KNS-Zastite Ljudskih Prava Boraca i Gradana-Pravde I Morala - BH,30,9,0,
2000,Mostar Stari Grad,155,LBO BiH,85,6,0,
2000,Mostar Stari Grad,155,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,1024,227,8,
2000,Mostar Stari Grad,155,HDZBiH-Hrvatska Demokratska Zajednica BiH,14,47,0,
2000,Mostar Stari Grad,155,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",127,23,1,
2000,Mostar Stari Grad,155,Hrvatski Demokrscani,2,2,0,
2000,Mostar Stari Grad,155,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",3275,411,13,
2000,Mostar Stari Grad,155,Socijalisticka Partija Republike Srpske,11,92,1,
2000,Mostar Stari Grad,155,Bosanskohercegovacka Patriotska Stranka - BPS,144,7,1,
2000,Mostar Stari Grad,155,Stranka Penzionera F BiH,164,15,1,
2000,Mostar Stari Grad,155,Radnicka Demokratska Partija - Bosne i Hercegovine,25,4,0,
2000,Mostar Zapad,156,KNS-Zastite Ljudskih Prava Boraca i Gradana-Pravde I Morala - BH,18,15,0,
2000,Mostar Zapad,156,LBO BiH,16,21,0,
2000,Mostar Zapad,156,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,565,663,3,
2000,Mostar Zapad,156,HDZBiH-Hrvatska Demokratska Zajednica BiH,5242,276,15,
2000,Mostar Zapad,156,Hrvatski Demokrscani,481,53,1,
2000,Mostar Zapad,156,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",487,1081,6,
2000,Mostar Zapad,156,HKDU - BiH,17,11,0,
2000,Mostar Zapad,156,BH-HCSP,27,5,0,
2000,Mostar Zapad,156,Ujedinjena HSP,80,8,0,
2000,Mostar Zapad,156,Hrvatska Stranka Prava (HSP),140,11,0,
2000,Mostar Zapad,156,Bosanskohercegovacka Patriotska Stranka - BPS,8,27,0,
2000,Lista na Nivou/Razini Grada Mostara za Gradsko Vijece,157,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,3289,1720,2,
2000,Lista na Nivou/Razini Grada Mostara za Gradsko Vijece,157,HDZBiH-Hrvatska Demokratska Zajednica BiH,15562,984,5,
2000,Lista na Nivou/Razini Grada Mostara za Gradsko Vijece,157,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",744,278,0,
2000,Lista na Nivou/Razini Grada Mostara za Gradsko Vijece,157,Hrvatski Demokrscani,1380,129,0,
2000,Lista na Nivou/Razini Grada Mostara za Gradsko Vijece,157,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",9573,4945,5,
2000,Lista na Nivou/Razini Grada Mostara za Gradsko Vijece,157,Ujedinjena HSP,501,50,0,
2000,Mostar/Srpski Mostar,158,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",1,5,0,
2000,Mostar/Srpski Mostar,158,SDS - Srpska Demokratska Stranka,128,2,11,
2000,Nevesinje,161,KNS-Zastite Ljudskih Prava Boraca i Gradana-Pravde I Morala - BH,5,40,0,
2000,Nevesinje,161,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",4,665,2,
2000,Nevesinje,161,Socijalisticka Partija Republike Srpske,497,6,1,
2000,Nevesinje,161,Srpski Pokret Obnove (SPO),251,1,1,
2000,Nevesinje,161,SNSD - Milorad Dodik,729,15,2,
2000,Nevesinje,161,PDP RS - Mladen Ivanic,1341,16,4,
2000,Nevesinje,161,SDS - Srpska Demokratska Stranka,4333,34,11,
2000,Nevesinje,161,BOSS - Bosanska Stranka,0,5,0,
2000,Kalinovik,163,SNS - Biljana Plavsic,104,3,1,
2000,Kalinovik,163,Srpska Omladinska Stranka - Novi Srastanji,11,3,0,
2000,Kalinovik,163,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",1,203,2,
2000,Kalinovik,163,Socijalisticka Partija Republike Srpske,189,6,2,
2000,Kalinovik,163,SNSD - Milorad Dodik,309,6,2,
2000,Kalinovik,163,PDP RS - Mladen Ivanic,238,6,2,
2000,Kalinovik,163,SDS - Srpska Demokratska Stranka,982,19,8,
2000,Gacko,164,KNS-Zastite Ljudskih Prava Boraca i Gradana-Pravde I Morala - BH,3,24,0,
2000,Gacko,164,SNS - Biljana Plavsic,239,4,1,
2000,Gacko,164,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",0,32,0,
2000,Gacko,164,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",4,799,3,
2000,Gacko,164,Socijalisticka Partija Republike Srpske,414,4,1,
2000,Gacko,164,Srpski Pokret Obnove (SPO),221,6,1,
2000,Gacko,164,SNSD - Milorad Dodik,418,4,2,
2000,Gacko,164,PDP RS - Mladen Ivanic,146,1,1,
2000,Gacko,164,SDS - Srpska Demokratska Stranka,3324,9,12,
2000,Gacko,164,BOSS - Bosanska Stranka,0,21,0,
2000,Foca,165,KNS-Zastite Ljudskih Prava Boraca i Gradana-Pravde I Morala - BH,9,0,0,
2000,Foca,165,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,336,121,5,
2000,Foca,165,Stranka za Bosnu i Hercegovinu,54,98,2,
2000,Foca,165,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",1,3,0,
2000,Foca,165,Partija Pravog Puta BiH,2,0,0,
2000,Foca,165,Bosanskohercegovacka Patriotska Stranka - BPS,33,23,1,
2000,Foca,165,Stranka Demokratske Akcije - SDA,234,119,3,
2000,Foca/Srbinje,166,KNS-Zastite Ljudskih Prava Boraca i Gradana-Pravde I Morala - BH,4,52,0,
2000,Foca/Srbinje,166,Srpski Pokret Obnove (SPO),359,8,1,
2000,Foca/Srbinje,166,SNS - Biljana Plavsic,920,26,2,
2000,Foca/Srbinje,166,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,10,650,1,
2000,Foca/Srbinje,166,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",2,71,0,
2000,Foca/Srbinje,166,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",10,3306,6,
2000,Foca/Srbinje,166,Narodna Stranka Republike Srpske,18,1,0,
2000,Foca/Srbinje,166,Socijalisticka Partija Republike Srpske,954,37,2,
2000,Foca/Srbinje,166,Srpski Pokret Obnove (SPO),112,3,0,
2000,Foca/Srbinje,166,SNSD - Milorad Dodik,892,30,2,
2000,Foca/Srbinje,166,PDP RS - Mladen Ivanic,1275,37,2,
2000,Foca/Srbinje,166,SDS - Srpska Demokratska Stranka,7944,185,15,
2000,Foca/Srbinje,166,Bosanskohercegovacka Patriotska Stranka - BPS,1,143,0,
2000,Foca/Srbinje,166,Radnicka Demokratska Partija - Bosne i Hercegovine,0,9,0,
2000,Foca/Srbinje,166,BOSS - Bosanska Stranka,1,17,0,
2000,Gorazde,167,PKN BiH,225,36,1,
2000,Gorazde,167,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,3818,379,11,
2000,Gorazde,167,Stranka za Bosnu i Hercegovinu,1506,226,5,
2000,Gorazde,167,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",156,27,0,
2000,Gorazde,167,Partija Pravog Puta BiH,44,5,0,
2000,Gorazde,167,Bosanskohercegovacka Patriotska Stranka - BPS,58,6,0,
2000,Gorazde,167,Istocno Bosanska Stranka (IBS),126,5,0,
2000,Gorazde,167,Radnicka Demokratska Partija - Bosne i Hercegovine,14,4,0,
2000,Gorazde,167,Stranka Demokratske Akcije - SDA,2629,269,8,
2000,Gorazde,167,BOSS - Bosanska Stranka,12,2,0,
2000,Gorazde/Srpsko Gorazde,168,PKN BiH,29,34,0,
2000,Gorazde/Srpsko Gorazde,168,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,110,244,1,
2000,Gorazde/Srpsko Gorazde,168,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",196,364,2,
2000,Gorazde/Srpsko Gorazde,168,Koalicija za Ralja i Otadzbinu,27,2,0,
2000,Gorazde/Srpsko Gorazde,168,SNSD - Milorad Dodik,260,6,1,
2000,Gorazde/Srpsko Gorazde,168,PDP RS - Mladen Ivanic,265,12,1,
2000,Gorazde/Srpsko Gorazde,168,SDS - Srpska Demokratska Stranka,2321,57,10,
2000,Gorazde/Srpsko Gorazde,168,BOSS - Bosanska Stranka,3,2,0,
2000,Cajnice,169,Radikalna Stranka Republike Srpske,140,6,1,
2000,Cajnice,169,SNS - Biljana Plavsic,330,2,1,
2000,Cajnice,169,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,11,201,1,
2000,Cajnice,169,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",2,24,0,
2000,Cajnice,169,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",26,775,3,
2000,Cajnice,169,Socijalisticka Partija Republike Srpske,117,4,1,
2000,Cajnice,169,SNSD - Milorad Dodik,444,9,2,
2000,Cajnice,169,PDP RS - Mladen Ivanic,88,2,0,
2000,Cajnice,169,SDS - Srpska Demokratska Stranka,1974,30,8,
2000,Cajnice,169,Radnicka Demokratska Partija - Bosne i Hercegovine,1,7,0,
2000,Cajnice,169,BOSS - Bosanska Stranka,1,22,0,
2000,Rudo,170,Radikalna Stranka Republike Srpske,56,0,0,
2000,Rudo,170,SNS - Biljana Plavsic,201,4,1,
2000,Rudo,170,Pokret za Rudo,635,16,2,
2000,Rudo,170,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,2,124,0,
2000,Rudo,170,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",4,610,2,
2000,Rudo,170,Socijalisticka Partija Republike Srpske,381,3,1,
2000,Rudo,170,Koalicija za Ralja i Otadzbinu,19,0,0,
2000,Rudo,170,SNSD - Milorad Dodik,828,10,3,
2000,Rudo,170,Seljacka Stranka - Gordana Vidovnic,21,1,0,
2000,Rudo,170,SDS - Srpska Demokratska Stranka,1633,24,6,
2000,Ljubuski,171,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,89,134,1,
2000,Ljubuski,171,HDZBiH-Hrvatska Demokratska Zajednica BiH,2904,121,10,
2000,Ljubuski,171,Hrvatski Demokrscani,49,5,0,
2000,Ljubuski,171,HKDU - BiH,179,3,1,
2000,Ljubuski,171,BH-HCSP,66,2,0,
2000,Ljubuski,171,Ujedinjena HSP,76,3,0,
2000,Ljubuski,171,Hrvatska Stranka Prava (HSP),470,21,2,
2000,Ljubuski,171,Hrvatski Krscanski Domovinski Preporod,1280,46,4,
2000,Ljubuski,171,Stranka Demokratske Akcije - SDA,8,140,1,
2000,Ljubuski,171,BOSS - Bosanska Stranka,1,3,0,
2000,Citluk,172,HDZBiH-Hrvatska Demokratska Zajednica BiH,4208,86,23,
2000,Citluk,172,Hrvatski Demokrscani,50,1,0,
2000,Citluk,172,HKDU - BiH,46,4,0,
2000,Citluk,172,BH-HCSP,252,8,1,
2000,Citluk,172,Hrvatska Stranka Prava (HSP),194,10,1,
2000,Capljina,173,"Hrvatski Narodni Savez BiH (HSSBiH, HNZ)",204,8,0,
2000,Capljina,173,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,781,554,3,
2000,Capljina,173,HDZBiH-Hrvatska Demokratska Zajednica BiH,7636,139,17,
2000,Capljina,173,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",0,7,0,
2000,Capljina,173,Hrvatski Demokrscani,40,3,0,
2000,Capljina,173,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",132,1727,4,
2000,Capljina,173,BH-HCSP,47,5,0,
2000,Capljina,173,SNSD - Milorad Dodik,14,124,0,
2000,Capljina,173,Ujedinjena HSP,19,2,0,
2000,Capljina,173,Hrvatska Stranka Prava (HSP),376,15,1,
2000,Capljina,173,Bosanskohercegovacka Patriotska Stranka - BPS,9,48,0,
2000,Capljina,173,BOSS - Bosanska Stranka,0,0,0,
2000,Neum,174,HDZBiH-Hrvatska Demokratska Zajednica BiH,719,7,13,
2000,Neum,174,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",22,22,1,
2000,Neum,174,HKDU - BiH,90,0,2,
2000,Neum,174,Hrvatska Stranka Prava (HSP),40,2,1,
2000,Neum,174,SPP - BiH - Stranka Privrednog Prosperiteta BiH,4,5,0,
2000,Stolac,176,KNS-Zastite Ljudskih Prava Boraca i Gradana-Pravde I Morala - BH,4,9,0,
2000,Stolac,176,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,121,367,1,
2000,Stolac,176,HDZBiH-Hrvatska Demokratska Zajednica BiH,5249,143,10,
2000,Stolac,176,Hrvatski Demokrscani,29,0,0,
2000,Stolac,176,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",683,2247,5,
2000,Stolac,176,Socijalisticka Partija Republike Srpske,29,34,0,
2000,Stolac,176,HKDU - BiH,2,1,0,
2000,Stolac,176,Zena BiH,2,2,0,
2000,Stolac,176,Hrvatska Stranka Prava (HSP),263,13,1,
2000,Stolac,176,BOSS - Bosanska Stranka,0,8,0,
2000,Stoalc/Berkovici,177,Socijalisticka Partija Republike Srpske,134,49,3,
2000,Stoalc/Berkovici,177,SDS - Srpska Demokratska Stranka,798,10,12,
2000,Ljubinje,179,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,9,9,0,
2000,Ljubinje,179,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",2,68,1,
2000,Ljubinje,179,Socijalisticka Partija Republike Srpske,306,5,3,
2000,Ljubinje,179,Srpski Pokret Obnove (SPO),77,1,1,
2000,Ljubinje,179,SNSD - Milorad Dodik,327,2,3,
2000,Ljubinje,179,SDS - Srpska Demokratska Stranka,1086,11,9,
2000,Bileca,180,Dedijer Ing. Lazar,191,0,1,
2000,Bileca,180,Radikalna Stranka Republike Srpske,122,2,0,
2000,Bileca,180,SNS - Biljana Plavsic,429,1,1,
2000,Bileca,180,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,0,53,0,
2000,Bileca,180,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",2,58,0,
2000,Bileca,180,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",2,328,1,
2000,Bileca,180,Socijalisticka Partija Republike Srpske,505,5,2,
2000,Bileca,180,SNSD - Milorad Dodik,203,4,1,
2000,Bileca,180,PDP RS - Mladen Ivanic,536,1,2,
2000,Bileca,180,SDS - Srpska Demokratska Stranka,3865,31,13,
2000,Ravno,181,HDZBiH-Hrvatska Demokratska Zajednica BiH,965,12,15,
2000,Ravno,181,Hrvatski Demokrscani,24,5,0,
2000,Ravno,181,SNSD - Milorad Dodik,0,19,0,
2000,Trevinje,182,KNS-Zastite Ljudskih Prava Boraca i Gradana-Pravde I Morala - BH,2,3,0,
2000,Trevinje,182,Radikalna Stranka Republike Srpske,109,0,0,
2000,Trevinje,182,Pensionerska Stranka Republike Srpske,451,2,1,
2000,Trevinje,182,SNS - Biljana Plavsic,390,8,1,
2000,Trevinje,182,SPAS - Srpska Patriotska Stranka,44,0,0,
2000,Trevinje,182,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,83,516,1,
2000,Trevinje,182,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",24,1285,3,
2000,Trevinje,182,Socijalisticka Partija Republike Srpske,1452,14,3,
2000,Trevinje,182,Srpski Pokret Obnove (SPO),428,5,1,
2000,Trevinje,182,SNSD - Milorad Dodik,1495,33,3,
2000,Trevinje,182,PDP RS - Mladen Ivanic,1000,10,2,
2000,Trevinje,182,Seljacka Stranka - Gordana Vidovnic,32,2,0,
2000,Trevinje,182,SDS - Srpska Demokratska Stranka,6942,65,16,
2000,Usora,183,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,70,4,0,
2000,Usora,183,HDZBiH-Hrvatska Demokratska Zajednica BiH,11116,48,8,
2000,Usora,183,Nova Hrvatska Inicijativa (NHI),616,77,5,
2000,Usora,183,Stranka Demokratske Akcije - SDA,45,2,0,
2000,Kostajnica,184,Pensionerska Stranka Republike Srpske,46,0,0,
2000,Kostajnica,184,SNS - Biljana Plavsic,267,2,2,
2000,Kostajnica,184,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",160,151,2,
2000,Kostajnica,184,Socijalisticka Partija Republike Srpske,503,10,4,
2000,Kostajnica,184,SNSD - Milorad Dodik,461,5,3,
2000,Kostajnica,184,PDP RS - Mladen Ivanic,161,5,1,
2000,Kostajnica,184,Seljacka Stranka - Gordana Vidovnic,16,0,0,
2000,Kostajnica,184,Za Kralja i Otadzbinu - Narodna Radikalna Stranka,15,0,0,
2000,Kostajnica,184,SDS - Srpska Demokratska Stranka,710,20,5,
2000,Milici,185,Radikalna Stranka Republike Srpske,107,4,0,
2000,Milici,185,SNS - Biljana Plavsic,2343,34,7,
2000,Milici,185,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",0,1127,3,
2000,Milici,185,Socijalisticka Partija Republike Srpske,99,2,0,
2000,Milici,185,SNSD - Milorad Dodik,240,5,1,
2000,Milici,185,PDP RS - Mladen Ivanic,176,4,0,
2000,Milici,185,Seljacka Stranka - Gordana Vidovnic,58,3,0,
2000,Milici,185,Za Kralja i Otadzbinu - Narodna Radikalna Stranka,28,0,0,
2000,Milici,185,SDS - Srpska Demokratska Stranka,2333,29,6,
2000,Milici,185,Demokratska Stranka RS,90,1,0,
2000,Milici,185,Bosanskohercegovacka Patriotska Stranka - BPS,0,33,0,
2000,Milici,185,BOSS - Bosanska Stranka,1,12,0,
2000,Opcina Mostar Jug za Gradsko Vijece Grada Mostara,251,HDZBiH-Hrvatska Demokratska Zajednica BiH,2635,43,2,
2000,Opcina Mostar Jug za Gradsko Vijece Grada Mostara,251,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",55,502,1,
2000,Opcina Mostar Jug za Gradsko Vijece Grada Mostara,251,Ujedinjena HSP,79,3,0,
2000,Opcina Mostar Jogistok za Gradsko Vijece Grada Mostara,252,KNS-Zastite Ljudskih Prava Boraca i Gradana-Pravde I Morala - BH,75,26,0,
2000,Opcina Mostar Jogistok za Gradsko Vijece Grada Mostara,252,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,238,47,0,
2000,Opcina Mostar Jogistok za Gradsko Vijece Grada Mostara,252,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",1805,547,3,
2000,opcina Mostar Jugozapad za Gradsko Vijece Grada Mostara,253,LBO BiH,47,40,0,
2000,opcina Mostar Jugozapad za Gradsko Vijece Grada Mostara,253,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,986,918,0,
2000,opcina Mostar Jugozapad za Gradsko Vijece Grada Mostara,253,HDZBiH-Hrvatska Demokratska Zajednica BiH,7490,470,2,
2000,opcina Mostar Jugozapad za Gradsko Vijece Grada Mostara,253,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",70,118,0,
2000,opcina Mostar Jugozapad za Gradsko Vijece Grada Mostara,253,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",945,1510,1,
2000,opcina Mostar Jugozapad za Gradsko Vijece Grada Mostara,253,Ujedinjena HSP,143,13,0,
2000,opcina Mostar Jugozapad za Gradsko Vijece Grada Mostara,253,Hrvatska Stranka Prava (HSP),426,27,0,
2000,Opcina Mostar Sjever za Gradsko Vijece Grada Mostara,254,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,540,167,1,
2000,Opcina Mostar Sjever za Gradsko Vijece Grada Mostara,254,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",163,23,0,
2000,Opcina Mostar Sjever za Gradsko Vijece Grada Mostara,254,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",1826,180,2,
2000,Opcina Mostar Sjever za Gradsko Vijece Grada Mostara,254,Bosanskohercegovacka Patriotska Stranka - BPS,169,10,0,
2000,Opcina Mostar Stari Grad za Gradsko Vijece Grada Mostara,255,KNS-Zastite Ljudskih Prava Boraca i Gradana-Pravde I Morala - BH,179,44,0,
2000,Opcina Mostar Stari Grad za Gradsko Vijece Grada Mostara,255,LBO BiH,268,36,0,
2000,Opcina Mostar Stari Grad za Gradsko Vijece Grada Mostara,255,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",310,128,0,
2000,Opcina Mostar Stari Grad za Gradsko Vijece Grada Mostara,255,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",3650,483,3,
2000,Opcina Mostar Stari Grad za Gradsko Vijece Grada Mostara,255,Bosanskohercegovacka Patriotska Stranka - BPS,340,52,0,
